onb,nu1,nu2,exp_all,pv_all,exp,pv,kmin
TRUE,0.6,0,1.7918056944,0.032,2.7227423924,0.8936,4
TRUE,0.6,0,1.7935133166,0.1476,2.7520881864,0.9768,5
TRUE,0.6,0,1.7929758767,0.162,2.4202090456,0.4336,3
TRUE,0.6,0,1.7837035289,0.196,3.1792920674,0.474,8
TRUE,0.6,0,1.7945303649,0.0464,2.5912306163,0.9504,4
TRUE,0.6,0,1.7975409367,0.1816,2.4452700412,0.4324,3
TRUE,0.6,0,1.7923372817,0.0516,2.4651456159,0.7872,3
TRUE,0.6,0,1.7890334245,0.0416,2.7965337734,0.954,5
TRUE,0.6,0,1.7915467005,0.0452,2.4692596726,0.2196,3
TRUE,0.6,0,1.7910040015,0.0356,2.7574587811,0.7348,5
TRUE,0.6,0,1.7801998314,0,2.9141133853,0.268,5
TRUE,0.6,0,1.7910841941,0.1936,2.6743347486,0.1212,4
TRUE,0.6,0,1.7949303073,0.2272,2.4354081116,0.7196,3
TRUE,0.6,0,1.7942644806,0.0028,2.6911523991,0.8748,7
TRUE,0.6,0,1.7967130478,0.122,2.4672126514,0.8564,3
TRUE,0.6,0,1.7909219808,0.2508,2.925853333,0.8904,6
TRUE,0.6,0,1.7919672076,0.0028,2.644237622,0.9788,4
TRUE,0.6,0,1.796855602,0.3724,2.5988979206,0.264,4
TRUE,0.6,0,1.7929070396,0.1948,2.98254555,0.3792,6
TRUE,0.6,0,1.7836590894,0.018,2.8378855769,0.9448,5
TRUE,0.6,0,1.7912371419,0.0192,2.9241078568,0.8056,5
TRUE,0.6,0,1.787492602,0.1732,2.4734264052,0.386,3
TRUE,0.6,0,1.7942679516,0.0468,2.746139784,0.9732,5
TRUE,0.6,0,1.7898197341,0.0052,2.6895985772,0.8788,4
TRUE,0.6,0,1.7954585607,0.058,2.8425354322,0.764,5
TRUE,0.6,0,1.7894484234,0.1,2.4655016332,0.4324,3
TRUE,0.6,0,1.7949595724,0.1724,2.830808969,0.854,5
TRUE,0.6,0,1.7872939154,0.07,3.0514063306,0.6332,7
TRUE,0.6,0,1.7941466676,0.1624,2.7408926005,0.9216,5
TRUE,0.6,0,1.791621084,0.0272,2.8054886902,0.742,8
TRUE,0.6,0,1.7869018835,0.0072,2.6370445112,0.8656,4
TRUE,0.6,0,1.795373964,0.0544,2.4851741764,0.7256,3
TRUE,0.6,0,1.7871359349,0.026,2.5040366519,0.6128,3
TRUE,0.6,0,1.7947669739,0.312,2.437824091,0.4704,3
TRUE,0.6,0,1.7938546545,0.0368,2.5025844939,0.6408,3
TRUE,0.6,0,1.7896549972,0.1644,2.9424957389,0.6888,6
TRUE,0.6,0,1.7907346629,0.0388,2.6787403504,0.6644,4
TRUE,0.6,0,1.795373013,0.066,2.6617416771,0.7732,4
TRUE,0.6,0,1.7950641671,0.1652,2.8866378086,0.97,7
TRUE,0.6,0,1.7925822027,0.0424,2.644442304,0.9128,4
TRUE,0.6,0,1.7965667536,0.0764,2.5016412391,0.9216,3
TRUE,0.6,0,1.7919544387,0.1088,2.7209234845,1,5
TRUE,0.6,0,1.7904430472,0.0116,2.6526782554,0.67,4
TRUE,0.6,0,1.7959761002,0.0116,2.6536395586,0.932,4
TRUE,0.6,0,1.7959143672,0.0688,2.6432509027,0.8592,4
TRUE,0.6,0,1.7856371511,0.0224,2.8541517878,0.824,5
TRUE,0.6,0,1.7913279873,0.082,2.5977520884,0.596,4
TRUE,0.6,0,1.7873790992,0.1644,2.4687546298,0.4236,3
TRUE,0.6,0,1.7958724005,0.1412,2.5731186448,0.9144,4
TRUE,0.6,0,1.7890775966,0.0924,2.4952049648,0.8304,3
TRUE,0.6,0,1.787493937,0.0176,2.7873643621,0.8984,5
TRUE,0.6,0,1.7944143611,0.12,2.6086248889,0.9304,4
TRUE,0.6,0,1.790706749,0.0296,2.5031731019,0.5684,3
TRUE,0.6,0,1.7948274588,0.1,2.7641635566,0.4228,5
TRUE,0.6,0,1.7888884832,0.0816,2.6763792166,0.9592,4
TRUE,0.6,0,1.7919957333,0.1528,2.4735580144,0.6684,3
TRUE,0.6,0,1.7953028578,0.2464,2.7149564886,0.8644,5
TRUE,0.6,0,1.7987512906,0.1176,2.4747895211,0.8152,3
TRUE,0.6,0,1.7965704747,0.0216,2.6659494922,0.9736,4
TRUE,0.6,0,1.7925572368,0.0452,2.4953631701,0.702,3
TRUE,0.6,0,1.7926291277,0.1476,2.6391939678,0.2072,4
TRUE,0.6,0,1.7917456598,0.0776,2.8629918796,0.8616,5
TRUE,0.6,0,1.785903489,0.1708,3.1855348778,0.8324,11
TRUE,0.6,0,1.7879192483,0.0076,2.6958977261,0.8124,4
TRUE,0.6,0,1.7956225684,0.0348,2.5708889959,0.9776,4
TRUE,0.6,0,1.7857530058,0.0328,2.6496335008,0.3428,4
TRUE,0.6,0,1.7847626948,0.008,2.4996829161,0.672,3
TRUE,0.6,0,1.791917236,0.1268,2.4479663422,0.1772,3
TRUE,0.6,0,1.7920843884,0.1664,2.7249781613,0.83,5
TRUE,0.6,0,1.7939674012,0.0004,2.6411496363,0.9344,6
TRUE,0.6,0,1.7916370425,0.1576,2.7265927801,0.6216,5
TRUE,0.6,0,1.7945785736,0.0212,2.5032036531,0.92,3
TRUE,0.6,0,1.7885082657,0.086,2.4688533599,0.4376,3
TRUE,0.6,0,1.8011670005,0.3424,2.6134896858,0.3696,4
TRUE,0.6,0,1.7893318293,0.092,2.8807806991,0.4884,6
TRUE,0.6,0,1.7938497228,0.0116,2.4984583694,0.3976,3
TRUE,0.6,0,1.7995546119,0.0448,2.6559907289,0.9408,4
TRUE,0.6,0,1.7879297635,0.2032,2.7826766818,0.7244,5
TRUE,0.6,0,1.7944760362,0.1512,2.4297357656,0.5716,3
TRUE,0.6,0,1.7900325456,0.0448,2.7789853247,0.6832,5
TRUE,0.6,0,1.7916857076,0.1012,2.8752112359,0.898,6
TRUE,0.6,0,1.7957980381,0.0392,2.7595316741,0.9008,5
TRUE,0.6,0,1.7944352885,0.2,2.6294423598,0.3688,4
TRUE,0.6,0,1.7864339828,0.0012,2.5781736644,0.9112,3
TRUE,0.6,0,1.7918769161,0.1604,2.791365428,0.6276,5
TRUE,0.6,0,1.7869143365,0.0572,2.5175597402,0.776,3
TRUE,0.6,0,1.7866939946,0.0128,2.6766192692,0.9968,4
TRUE,0.6,0,1.7982629816,0.1304,2.4659889124,0.6884,3
TRUE,0.6,0,1.7896640407,0.0148,2.6923161573,0.6188,4
TRUE,0.6,0,1.7898237924,0.0036,2.5384677393,0.938,3
TRUE,0.6,0,1.8054507033,0.144,2.6017196264,0.9264,4
TRUE,0.6,0,1.7951080824,0.1912,2.4276310007,0.5836,3
TRUE,0.6,0,1.7918962183,0.046,2.6204382393,0.698,4
TRUE,0.6,0,1.795416438,0.328,2.7681550471,0.9244,5
TRUE,0.6,0,1.7976077962,0.084,2.7473764154,0.8236,5
TRUE,0.6,0,1.7943066028,0.0188,2.4738297359,0.3188,3
TRUE,0.6,0,1.7950896016,0.0284,2.640679697,0.9416,4
TRUE,0.6,0.2,1.7959023467,0.4056,2.8439254089,0.776,6
TRUE,0.6,0.2,1.7912969313,0.0112,2.6775762506,0.6424,4
TRUE,0.6,0.2,1.7960591145,0.0592,2.8072268733,0.9944,5
TRUE,0.6,0.2,1.7890530123,0.0976,2.8366261513,0.966,6
TRUE,0.6,0.2,1.7907746814,0.0116,2.7932701162,0.4708,4
TRUE,0.6,0.2,1.7938968694,0.2064,2.8054007567,0.8268,6
TRUE,0.6,0.2,1.7981435258,0.1532,2.4822053563,0.1908,3
TRUE,0.6,0.2,1.7916396849,0.0836,2.6380169051,0.7312,4
TRUE,0.6,0.2,1.7972578435,0.2584,2.4662936078,0.2968,3
TRUE,0.6,0.2,1.786785157,0.0056,2.7275289573,0.8312,4
TRUE,0.6,0.2,1.7921446808,0.3452,2.57335997,0.34,4
TRUE,0.6,0.2,1.7880880717,0.0312,2.6314487811,0.6948,4
TRUE,0.6,0.2,1.7873891004,0.0056,2.6914569027,0.8456,4
TRUE,0.6,0.2,1.7959257157,0.068,2.4653203957,0.6928,3
TRUE,0.6,0.2,1.7956424825,0.0072,2.6286466104,0.9952,4
TRUE,0.6,0.2,1.7927205025,0.0736,2.4853750029,0.8456,3
TRUE,0.6,0.2,1.7899624593,0.014,2.7850668002,0.8408,5
TRUE,0.6,0.2,1.7911766793,0.0996,2.9468671099,0.8904,6
TRUE,0.6,0.2,1.7856331398,0.1192,2.5002405922,0.6512,3
TRUE,0.6,0.2,1.7907775425,0.02,2.6260315154,0.8856,4
TRUE,0.6,0.2,1.7897103519,0.0824,2.8251963786,0.9356,5
TRUE,0.6,0.2,1.7917840606,0.1912,2.8772151255,0.936,7
TRUE,0.6,0.2,1.7928192786,0.0148,2.5074370197,0.8496,3
TRUE,0.6,0.2,1.7909371395,0.0228,2.7934051399,0.902,5
TRUE,0.6,0.2,1.7969526235,0.1088,2.7915035539,0.8048,5
TRUE,0.6,0.2,1.7916627423,0.1436,2.868007546,0.9836,6
TRUE,0.6,0.2,1.7891825115,0.0044,2.6723018118,0.8876,4
TRUE,0.6,0.2,1.7871489048,0.0484,2.5186047867,0.5996,3
TRUE,0.6,0.2,1.793781724,0.1028,2.6075916955,0.592,4
TRUE,0.6,0.2,1.7929356408,0.048,2.4700608626,0.6788,3
TRUE,0.6,0.2,1.7983486302,0.0332,2.6608605614,0.8696,4
TRUE,0.6,0.2,1.7936347132,0.002,2.6910211404,0.3024,4
TRUE,0.6,0.2,1.7846540201,0.07,2.4784391474,0.7732,3
TRUE,0.6,0.2,1.7877845837,0.1564,2.4505716744,0.6172,3
TRUE,0.6,0.2,1.7881815761,0.0456,2.6410911212,0.6656,4
TRUE,0.6,0.2,1.7918147721,0.0296,2.7643823424,0.6512,5
TRUE,0.6,0.2,1.786272591,0.142,2.9559215235,0.6904,6
TRUE,0.6,0.2,1.786042072,0.038,2.6675133024,0.4556,4
TRUE,0.6,0.2,1.7965646633,0.1296,2.6097808924,0.8564,4
TRUE,0.6,0.2,1.7884755436,0.1092,2.7853261128,0.3304,5
TRUE,0.6,0.2,1.7938590218,0.0488,2.5880379302,0.944,4
TRUE,0.6,0.2,1.7942662492,0.0792,2.470787691,0.538,3
TRUE,0.6,0.2,1.7916563195,0.0064,2.6931820791,0.8332,4
TRUE,0.6,0.2,1.7935453601,0.0536,2.4944300129,0.7956,3
TRUE,0.6,0.2,1.7964461841,0.0196,2.6429742984,0.9124,4
TRUE,0.6,0.2,1.7949494161,0.1028,2.6088474752,0.9816,4
TRUE,0.6,0.2,1.7951519888,0.06,2.5012163209,0.388,3
TRUE,0.6,0.2,1.7847115115,0.012,2.6733233448,0.8332,4
TRUE,0.6,0.2,1.7878924039,0.028,2.7897694767,0.6652,5
TRUE,0.6,0.2,1.7965121081,0.05,2.5786750254,0.8064,4
TRUE,0.6,0.2,1.7939458622,0.1992,2.9377837339,0.7748,7
TRUE,0.6,0.2,1.7871530399,0.0232,2.623668164,0.9048,4
TRUE,0.6,0.2,1.7900368431,0.0856,2.6045589212,0.6984,4
TRUE,0.6,0.2,1.795212762,0.0164,2.7258304747,0.7516,4
TRUE,0.6,0.2,1.7896342291,0.0024,2.5139087322,0.5252,3
TRUE,0.6,0.2,1.7966255496,0.026,2.7847697781,0.1808,5
TRUE,0.6,0.2,1.7861879913,0.1252,2.6025737373,0.6296,4
TRUE,0.6,0.2,1.7957416929,0.2292,2.6937046175,0.8616,5
TRUE,0.6,0.2,1.7946418916,0.0108,2.5297881302,0.8016,3
TRUE,0.6,0.2,1.7924796131,0.0168,2.7299272452,0.9976,5
TRUE,0.6,0.2,1.7965003652,0.026,2.5079126882,0.8608,3
TRUE,0.6,0.2,1.7895371623,0.0504,2.9288776981,0.4204,6
TRUE,0.6,0.2,1.7911215082,0.0804,2.7759142098,0.9892,5
TRUE,0.6,0.2,1.8040882038,0.5024,2.6966458967,0.9908,5
TRUE,0.6,0.2,1.7896372346,0.0276,2.5227404779,0.3896,3
TRUE,0.6,0.2,1.7841415362,0.0112,2.7049303296,0.8932,4
TRUE,0.6,0.2,1.7968313444,0.02,2.7820260163,0.9936,7
TRUE,0.6,0.2,1.7927756569,0.1172,2.6606072206,0.3112,4
TRUE,0.6,0.2,1.790932468,0.0008,2.6317724672,0.9128,4
TRUE,0.6,0.2,1.7991324559,0.124,2.78797904,0.792,5
TRUE,0.6,0.2,1.7832248454,0.0008,2.8217249362,0.8924,5
TRUE,0.6,0.2,1.7893456988,0.2116,2.4314987795,0.2908,3
TRUE,0.6,0.2,1.7861529068,0.144,2.9579843357,0.1928,6
TRUE,0.6,0.2,1.7984463546,0.1492,2.904385954,0.6108,6
TRUE,0.6,0.2,1.7889678012,0.1472,2.8557769113,0.7152,6
TRUE,0.6,0.2,1.7909197725,0.0116,2.6448684118,0.9876,4
TRUE,0.6,0.2,1.8014681519,0.008,2.5096409768,0.9352,3
TRUE,0.6,0.2,1.7877987907,0.0112,2.5063471238,0.578,3
TRUE,0.6,0.2,1.7941759456,0.022,2.6938841463,0.9344,4
TRUE,0.6,0.2,1.7920709242,0.124,2.7684189607,0.6536,5
TRUE,0.6,0.2,1.7913323137,0.014,2.546554047,0.8172,3
TRUE,0.6,0.2,1.7892984268,0.018,2.621361947,0.9548,4
TRUE,0.6,0.2,1.7890045416,0.0144,2.4925834902,0.8632,3
TRUE,0.6,0.2,1.7946011345,0.0724,2.6290676974,0.9472,4
TRUE,0.6,0.2,1.8026910899,0.0128,2.4949083218,0.7904,3
TRUE,0.6,0.2,1.7914363874,0.0008,2.5066327823,0.8924,3
TRUE,0.6,0.2,1.7908761967,0.1536,2.9319525219,0.9992,6
TRUE,0.6,0.2,1.8004619492,0.4716,2.5920762356,0.756,4
TRUE,0.6,0.2,1.7959074696,0.0768,2.4912784394,0.6984,3
TRUE,0.6,0.2,1.7958650898,0.146,2.6355264001,0.3452,4
TRUE,0.6,0.2,1.7966118272,0.256,2.7656323103,0.9672,5
TRUE,0.6,0.2,1.7872564378,0.0172,2.5124823702,0.4084,3
TRUE,0.6,0.2,1.7894512572,0.2108,2.4731364973,0.3364,3
TRUE,0.6,0.2,1.7909856916,0.1504,2.6193944643,0.4564,4
TRUE,0.6,0.2,1.7949000126,0.1952,2.4642633546,0.404,3
TRUE,0.6,0.2,1.7949460852,0.0032,2.506362643,0.7284,3
TRUE,0.6,0.2,1.7972387408,0.0508,2.4626522457,0.48,3
TRUE,0.6,0.2,1.7941774935,0.0028,2.6959734218,0.9136,4
TRUE,0.6,0.2,1.7888152242,0.0652,2.4793640722,0.574,3
TRUE,0.6,0.2,1.7967218515,0.034,2.6720392261,0.9896,4
TRUE,0.6,0.4,1.7905551303,0.1508,2.2547543103,0.2532,2
TRUE,0.6,0.4,1.7861845655,0.0112,2.723210469,0.9208,5
TRUE,0.6,0.4,1.794746178,0.1964,2.4708236007,0.5088,3
TRUE,0.6,0.4,1.7887569277,0.054,2.6999914538,0.294,4
TRUE,0.6,0.4,1.7941064488,0.0272,2.7404061459,0.9932,5
TRUE,0.6,0.4,1.7946507883,0.3068,2.4273739794,0.644,3
TRUE,0.6,0.4,1.7867054293,0.0272,2.8880791771,0.8108,6
TRUE,0.6,0.4,1.794125622,0.1512,2.6264017143,0.9508,4
TRUE,0.6,0.4,1.7929806596,0.2308,2.5544936452,0.9392,4
TRUE,0.6,0.4,1.7958895942,0.0656,2.5778876575,0.9856,4
TRUE,0.6,0.4,1.7886632511,0.22,2.618831815,0.4984,4
TRUE,0.6,0.4,1.7876951527,0.0032,2.8016991521,0.9928,5
TRUE,0.6,0.4,1.7881621905,0.18,2.9480463589,0.8072,6
TRUE,0.6,0.4,1.7956711452,0.0836,2.7562255123,0.8932,5
TRUE,0.6,0.4,1.7914366451,0.0852,2.6603528062,0.9612,4
TRUE,0.6,0.4,1.7964302527,0.2,2.8418995472,0.9088,5
TRUE,0.6,0.4,1.7872088688,0.004,2.7758778571,0.518,4
TRUE,0.6,0.4,1.7898835758,0.0376,2.6000551126,0.8044,4
TRUE,0.6,0.4,1.7950952299,0.142,2.4526615424,0.438,3
TRUE,0.6,0.4,1.7884285792,0.0344,2.792632001,0.9824,5
TRUE,0.6,0.4,1.7909707393,0.1092,2.4793037308,0.5704,3
TRUE,0.6,0.4,1.7906806198,0.0508,2.7757703177,0.9068,5
TRUE,0.6,0.4,1.7881574896,0.0704,2.4844447926,0.6504,3
TRUE,0.6,0.4,1.7990218118,0.2264,2.8891452423,0.9928,6
TRUE,0.6,0.4,1.7948847433,0.144,2.4382024351,0.5804,3
TRUE,0.6,0.4,1.7978770762,0.0584,2.6271586219,0.9336,4
TRUE,0.6,0.4,1.7924431873,0.1484,2.2309538793,0.1932,2
TRUE,0.6,0.4,1.7989256226,0.0496,2.4750414356,0.8832,3
TRUE,0.6,0.4,1.7921344895,0.1476,2.662227453,0.3924,4
TRUE,0.6,0.4,1.7949584528,0.0804,2.5823959761,0.922,4
TRUE,0.6,0.4,1.7925937991,0.0164,2.5272402387,0.508,3
TRUE,0.6,0.4,1.7913264456,0.0348,2.7524601148,0.9592,5
TRUE,0.6,0.4,1.7918680624,0.0956,2.4822804119,0.5736,3
TRUE,0.6,0.4,1.7916336116,0.0176,2.5138027731,0.5272,3
TRUE,0.6,0.4,1.7942267524,0.0048,2.7321098854,0.692,4
TRUE,0.6,0.4,1.7908801622,0.0276,2.5011163065,0.488,3
TRUE,0.6,0.4,1.7884918681,0.1844,2.921957687,0.9184,7
TRUE,0.6,0.4,1.7843241967,0.0968,2.449958993,0.3976,3
TRUE,0.6,0.4,1.793145849,0.0208,2.8296162315,0.996,5
TRUE,0.6,0.4,1.7926439954,0.02,2.671286251,0.958,4
TRUE,0.6,0.4,1.7835366676,0.0452,2.5073763796,0.3476,3
TRUE,0.6,0.4,1.7843823553,0.0112,2.7261544329,0.6688,4
TRUE,0.6,0.4,1.7873797632,0.1256,2.4761021392,0.592,3
TRUE,0.6,0.4,1.7907127361,0.0632,2.466868912,0.782,3
TRUE,0.6,0.4,1.7898869251,0.0324,2.6788746382,0.968,4
TRUE,0.6,0.4,1.7829253082,0.0524,2.4888539704,0.538,3
TRUE,0.6,0.4,1.791325715,0.0496,2.5081258,0.3756,3
TRUE,0.6,0.4,1.7942706448,0.186,2.7804614013,0.6068,5
TRUE,0.6,0.4,1.796180774,0.1264,2.4299664172,0.5416,3
TRUE,0.6,0.4,1.7994457225,0.296,2.7074399264,0.56,5
TRUE,0.6,0.4,1.7867512016,0.0128,2.6954700686,0.944,4
TRUE,0.6,0.4,1.7937148957,0.1472,2.4990770219,0.1812,3
TRUE,0.6,0.4,1.7942246401,0.0456,2.7504637267,0.6844,5
TRUE,0.6,0.4,1.7971433922,0.1432,2.843889914,0.9864,6
TRUE,0.6,0.4,1.7899147548,0.0024,2.4754951198,0.0248,3
TRUE,0.6,0.4,1.7937994824,0.3632,3.0549225903,0.4184,8
TRUE,0.6,0.4,1.788892624,0.0188,2.8510667876,0.9304,6
TRUE,0.6,0.4,1.794611188,0.2808,2.4522247165,0.6036,3
TRUE,0.6,0.4,1.795431054,0.3144,2.6592160098,0.4204,4
TRUE,0.6,0.4,1.7900455474,0.03,2.5133429477,0.6512,3
TRUE,0.6,0.4,1.7981986006,0.4836,2.4233946507,0.158,3
TRUE,0.6,0.4,1.7890600106,0.008,2.7284348808,0.9744,5
TRUE,0.6,0.4,1.80287717,0.0244,2.4603255096,0.8464,3
TRUE,0.6,0.4,1.7992666854,0.0672,2.5948787405,0.4932,4
TRUE,0.6,0.4,1.7967025347,0.0412,2.490256011,0.6488,3
TRUE,0.6,0.4,1.7855636225,0.0796,2.8207885165,0.074,5
TRUE,0.6,0.4,1.7936818026,0.0164,2.6527811451,0.912,5
TRUE,0.6,0.4,1.789020883,0.0552,2.6356702435,0.8972,4
TRUE,0.6,0.4,1.7922116884,0.0776,2.8477576455,0.9208,7
TRUE,0.6,0.4,1.7921939473,0.0108,2.7298397047,0.9616,4
TRUE,0.6,0.4,1.7918347673,0.0344,2.4911032769,0.9556,3
TRUE,0.6,0.4,1.7919299504,0.2272,2.6174757204,0.5316,4
TRUE,0.6,0.4,1.7938429447,0.0912,2.5145298158,0.1788,3
TRUE,0.6,0.4,1.7910742107,0.288,2.8332513843,0.9552,6
TRUE,0.6,0.4,1.7888205578,0.2384,2.9778144065,0.9904,7
TRUE,0.6,0.4,1.7948182565,0.0784,2.6534379414,0.9512,4
TRUE,0.6,0.4,1.7909923968,0.0472,2.754027648,0.5676,5
TRUE,0.6,0.4,1.7889624077,0.02,2.8142682009,0.994,6
TRUE,0.6,0.4,1.7954605288,0.0372,2.9134504925,0.682,11
TRUE,0.6,0.4,1.8013834325,0.1432,2.4645136627,0.5504,3
TRUE,0.6,0.4,1.791567235,0.0488,2.8563875302,0.7588,5
TRUE,0.6,0.4,1.796734237,0.104,2.5390573049,0.6772,3
TRUE,0.6,0.4,1.7955970791,0.0972,2.4718712326,0.5392,3
TRUE,0.6,0.4,1.791002771,0.0292,2.4940329291,0.942,3
TRUE,0.6,0.4,1.795502994,0.3524,2.2469057604,0.2176,2
TRUE,0.6,0.4,1.7928196121,0.0108,2.6281538521,0.8996,4
TRUE,0.6,0.4,1.7883940751,0.1616,2.7755926252,0.428,5
TRUE,0.6,0.4,1.7929275166,0.1384,2.6463062544,0.9492,4
TRUE,0.6,0.4,1.7933758933,0.0144,2.63980138,0.7184,4
TRUE,0.6,0.4,1.7892109897,0.0528,2.5033098826,0.6504,3
TRUE,0.6,0.4,1.79330925,0.2224,2.7656977945,0.8804,6
TRUE,0.6,0.4,1.7847134088,0.1396,2.9109517617,0.9424,6
TRUE,0.6,0.4,1.7899623508,0.0748,2.8475481879,0.99,6
TRUE,0.6,0.4,1.7920600218,0.1308,2.4746511859,0.2976,3
TRUE,0.6,0.4,1.7946088464,0.0708,2.6498878326,0.6604,4
TRUE,0.6,0.4,1.7963054546,0.0028,2.5328078129,0.5664,3
TRUE,0.6,0.4,1.7936108151,0.0884,2.4750106388,0.1576,3
TRUE,0.6,0.4,1.8005382512,0.0072,2.4967255539,0.4536,3
TRUE,0.6,0.4,1.7902083817,0.0084,2.5505864461,0.8,3
TRUE,0.6,0.4,1.7942353104,0.2264,2.4521081507,0.688,3
TRUE,0.6,0.6,1.7953823547,0.1112,2.503356465,0.7844,3
TRUE,0.6,0.6,1.7980528764,0.0484,2.5404654108,0.2568,3
TRUE,0.6,0.6,1.7984226849,0.0888,2.6628597133,0.9692,4
TRUE,0.6,0.6,1.7863306241,0.03,2.5104675943,0.9636,3
TRUE,0.6,0.6,1.7981124607,0.1384,2.6719162468,0.6276,4
TRUE,0.6,0.6,1.7969385129,0.0556,2.6456472068,0.9108,4
TRUE,0.6,0.6,1.7998245425,0.2364,2.6006463895,0.7184,4
TRUE,0.6,0.6,1.7958727865,0.1844,2.8281949132,0.9444,6
TRUE,0.6,0.6,1.7873528186,0.0112,2.6516694663,0.9716,4
TRUE,0.6,0.6,1.7955233123,0.6848,2.4308484754,0.5564,3
TRUE,0.6,0.6,1.7906753733,0.1696,2.6119115805,0.7052,4
TRUE,0.6,0.6,1.7904974246,0.1184,2.2484944262,0.2588,2
TRUE,0.6,0.6,1.8023490681,0.614,2.6290140764,0.4764,4
TRUE,0.6,0.6,1.7998646333,0.0924,2.6048214416,0.998,4
TRUE,0.6,0.6,1.7926583999,0.0792,2.4717545566,0.1364,3
TRUE,0.6,0.6,1.7957196933,0.1372,2.4342791831,0.6504,3
TRUE,0.6,0.6,1.7945529792,0.1284,2.6622810011,0.7052,4
TRUE,0.6,0.6,1.7935709303,0.0912,2.6307897284,0.656,4
TRUE,0.6,0.6,1.7909999242,0.1072,2.6948276336,0.8156,5
TRUE,0.6,0.6,1.7859097353,0.0684,2.6883484647,0.4892,4
TRUE,0.6,0.6,1.7964966984,0.4984,2.4311859171,0.6704,3
TRUE,0.6,0.6,1.7976132416,0.0816,2.4683388583,0.0836,3
TRUE,0.6,0.6,1.7870070743,0.0576,2.9588968419,0.5688,6
TRUE,0.6,0.6,1.7923177498,0.1116,2.4765691208,0.8784,3
TRUE,0.6,0.6,1.7982297389,0.1248,2.708371771,0.92,5
TRUE,0.6,0.6,1.7944903906,0.1116,2.7425288299,0.7124,5
TRUE,0.6,0.6,1.7890184434,0.1508,2.868035752,0.5112,6
TRUE,0.6,0.6,1.787879626,0.0048,2.6833076623,0.8892,4
TRUE,0.6,0.6,1.797010651,0.1296,2.8412031747,0.7312,6
TRUE,0.6,0.6,1.7917491821,0.0444,2.7933731909,0.9844,5
TRUE,0.6,0.6,1.79026348,0.0108,2.5048273075,0.9524,3
TRUE,0.6,0.6,1.7996884754,0.128,2.7154789802,0.9936,5
TRUE,0.6,0.6,1.7924827014,0.044,2.5812026561,0.7724,4
TRUE,0.6,0.6,1.7937592191,0.06,2.613088113,0.8252,10
TRUE,0.6,0.6,1.7892940145,0.0412,2.788743195,0.9988,5
TRUE,0.6,0.6,1.7963606294,0.1484,2.4989959851,0.8388,3
TRUE,0.6,0.6,1.7867700192,0.1136,2.8444452407,0.9492,6
TRUE,0.6,0.6,1.7923029936,0.1076,2.4712782096,0.702,3
TRUE,0.6,0.6,1.7902301899,0.284,3.0688606364,0.79,7
TRUE,0.6,0.6,1.7869577055,0.2996,2.7645750356,0.1748,5
TRUE,0.6,0.6,1.7899672829,0.0436,2.4767091724,0.8672,3
TRUE,0.6,0.6,1.7888335637,0.1704,2.9714800122,0.502,7
TRUE,0.6,0.6,1.7978133977,0.2432,2.4559312038,0.3528,3
TRUE,0.6,0.6,1.7939086844,0.2192,2.6086377493,0.9716,4
TRUE,0.6,0.6,1.7890504355,0.0884,3.0096338201,0.4252,6
TRUE,0.6,0.6,1.7829240145,0.0688,2.4673090725,0.172,3
TRUE,0.6,0.6,1.7896192025,0.2764,2.8953729947,0.7868,9
TRUE,0.6,0.6,1.7933253307,0.0132,2.783037509,0.8684,5
TRUE,0.6,0.6,1.7927278142,0.0448,2.46842978,0.8552,3
TRUE,0.6,0.6,1.7933904722,0.1304,2.615115807,0.7964,4
TRUE,0.6,0.6,1.7925769594,0.0044,2.6774406937,1,4
TRUE,0.6,0.6,1.7910460192,0.1212,2.672666555,0.6928,4
TRUE,0.6,0.6,1.7963942284,0.04,2.6321863935,0.7264,4
TRUE,0.6,0.6,1.7905975935,0.1128,2.8309538872,0.8412,6
TRUE,0.6,0.6,1.7948050175,0.1316,2.6115749642,0.8724,4
TRUE,0.6,0.6,1.7922905419,0.0264,2.6227358529,0.8824,4
TRUE,0.6,0.6,1.7896844088,0.1176,2.7733888174,0.9216,5
TRUE,0.6,0.6,1.7897081293,0.0564,2.6520907842,0.4516,4
TRUE,0.6,0.6,1.7972919102,0.0888,2.4670347245,0.82,3
TRUE,0.6,0.6,1.7898273228,0.1036,2.9712804419,0.524,6
TRUE,0.6,0.6,1.7924833436,0.3776,2.4400693696,0.132,3
TRUE,0.6,0.6,1.7939860226,0.344,2.7545931499,0.8076,5
TRUE,0.6,0.6,1.7927108838,0.0768,2.4941921737,0.7872,3
TRUE,0.6,0.6,1.7971816193,0.0588,2.8116478309,0.726,5
TRUE,0.6,0.6,1.7980316432,0.0084,2.6272301268,0.95,4
TRUE,0.6,0.6,1.7993354852,0.1612,2.5882737761,0.4284,4
TRUE,0.6,0.6,1.7858555879,0.0016,2.7492939224,0.4704,4
TRUE,0.6,0.6,1.7957287608,0.0584,2.6146958684,0.8672,4
TRUE,0.6,0.6,1.7940602924,0.03,2.5096088114,0.8904,3
TRUE,0.6,0.6,1.7848937268,0.0104,2.610983577,0.9472,4
TRUE,0.6,0.6,1.7938302955,0.4668,3.1248654019,0.8968,8
TRUE,0.6,0.6,1.7920966273,0.1016,2.4566170864,0.6752,3
