onb,nu1,nu2,exp_all,pv_all,exp,pv,kmin
TRUE,0.6,0.6,1.7943587375,0.1504,2.4836727578,0.7828,3
TRUE,0.6,0.6,1.7926837578,0.0428,2.7588226272,0.9772,5
TRUE,0.6,0.6,1.7908882266,0.36,2.4564226327,0.57,3
TRUE,0.6,0.6,1.7917953999,0.0132,2.6619838247,0.6892,4
TRUE,0.6,0.6,1.7967110357,0.4536,2.4365759635,0.4752,3
TRUE,0.6,0.6,1.7894325811,0.128,2.9004998179,0.5212,6
TRUE,0.6,0.6,1.7893226543,0.0712,2.9027669994,0.5796,6
TRUE,0.6,0.6,1.7948231838,0.0296,2.6599545558,0.8716,4
TRUE,0.6,0.6,1.7897420012,0.264,2.9834129623,0.9964,7
TRUE,0.6,0.6,1.7934636974,0.0432,2.5385712606,0.8612,3
TRUE,0.6,0.6,1.7905360782,0.0256,2.8253587692,0.7688,5
TRUE,0.6,0.6,1.7886701747,0.042,2.7573378489,0.9528,5
TRUE,0.6,0.6,1.7918051758,0.0996,2.4744487848,0.5484,3
TRUE,0.6,0.6,1.7917576273,0.0336,2.6161410044,0.7872,4
TRUE,0.6,0.6,1.7915861164,0.184,2.7820468019,0.4488,5
TRUE,0.6,0.6,1.7818401012,0.0204,3.047071197,0.7348,8
TRUE,0.6,0.6,1.7922772244,0.1272,2.7877387084,0.854,6
TRUE,0.6,0.6,1.7912166257,0.0268,2.7878883205,0.9984,5
TRUE,0.6,0.6,1.8007061516,0.0772,2.7173269484,0.7104,4
TRUE,0.6,0.6,1.7855126334,0.0016,2.6735879605,0.8848,4
TRUE,0.6,0.6,1.7908477348,0.1068,2.6934299277,0.8408,4
TRUE,0.6,0.6,1.7963424371,0.3104,2.4439150918,0.432,3
TRUE,0.6,0.6,1.7902500738,0.0128,2.4931335609,0.8244,3
TRUE,0.6,0.6,1.7933642654,0.0028,2.5543816866,0.8084,3
TRUE,0.6,0.6,1.7984913364,0.2668,2.6846940819,0.8148,5
TRUE,0.6,0.6,1.7924575924,0.048,2.4936515583,0.4676,3
TRUE,0.6,0.6,1.7938757923,0.014,2.6559230464,0.8488,4
TRUE,0.6,0.6,1.7904738245,0.1872,2.6332633954,0.8916,4
TRUE,0.6,0.8,1.7903481085,0.0092,2.4791978615,0.4448,3
TRUE,0.6,0.8,1.7905748881,0.2876,2.4182407872,0.4224,3
TRUE,0.6,0.8,1.7874053675,0.0332,2.6388165269,0.854,4
TRUE,0.6,0.8,1.7882638632,0.0976,2.6938853513,0.95,4
TRUE,0.6,0.8,1.7953715576,0.2176,2.7570093806,0.7432,5
TRUE,0.6,0.8,1.7917554011,0.046,2.6754591843,0.9996,4
TRUE,0.6,0.8,1.7918603512,0.0128,2.8284258029,0.618,5
TRUE,0.6,0.8,1.7967986914,0.034,2.7540096035,0.796,5
TRUE,0.6,0.8,1.7932810374,0.0164,2.5993229833,0.9952,4
TRUE,0.6,0.8,1.7868088256,0.0136,2.8219190309,0.552,5
TRUE,0.6,0.8,1.7871192897,0.0268,2.741459251,0.8956,5
TRUE,0.6,0.8,1.79089546,0.1936,2.4515767089,0.7444,3
TRUE,0.6,0.8,1.7952773909,0.0428,2.637214788,0.6896,4
TRUE,0.6,0.8,1.7874992981,0.0592,2.4918355675,0.5788,3
TRUE,0.6,0.8,1.7959951086,0.266,2.7264318601,0.936,5
TRUE,0.6,0.8,1.7892412809,0.004,2.6638268607,0.9816,4
TRUE,0.6,0.8,1.7850328383,0.022,2.7573160709,0.9784,5
TRUE,0.6,0.8,1.8005160229,0.8624,3.1636042685,0.4664,8
TRUE,0.6,0.8,1.7860720181,0.0484,2.6695464219,0.9448,4
TRUE,0.6,0.8,1.7852676059,0.0348,2.4990297811,0.2356,3
TRUE,0.6,0.8,1.7943401625,0.0008,2.5731257621,0.9484,3
TRUE,0.6,0.8,1.7941484888,0.1632,3.0346926074,0.7828,8
TRUE,0.6,0.8,1.7877503482,0.002,2.7104372852,0.6492,4
TRUE,0.6,0.8,1.7916207937,0.0124,2.6623199718,0.7568,4
TRUE,0.6,0.8,1.7950532848,0.0612,2.6463984731,0.4524,4
TRUE,0.6,0.8,1.790923796,0.0548,2.5314338253,0.0944,3
TRUE,0.6,0.8,1.7840795384,0.0208,3.0496143432,0.5888,8
TRUE,0.6,0.8,1.7897615475,0.0024,2.7070062249,0.6008,4
TRUE,0.6,0.8,1.7975156503,0.312,2.8134712549,0.996,6
TRUE,0.6,0.8,1.7939076438,0.0192,2.6730725484,0.9308,4
TRUE,0.6,0.8,1.7905259723,0.0252,2.4882240462,0.596,3
TRUE,0.6,0.8,1.7845257031,0.014,2.9528491363,0.7396,7
TRUE,0.6,0.8,1.7894079325,0.0404,2.7890789469,0.9796,5
TRUE,0.6,0.8,1.7935773856,0.0312,2.6571703557,0.8328,4
TRUE,0.6,0.8,1.7928061497,0.0284,2.6126631297,0.916,4
TRUE,0.6,0.8,1.7899926524,0.0008,2.5074726821,0.9084,3
TRUE,0.6,0.8,1.7917425168,0.0296,2.6584587747,0.9952,4
TRUE,0.6,0.8,1.7928052824,0.048,2.6921863474,0.9496,4
TRUE,0.6,0.8,1.8016371442,0.1104,2.6196346046,0.9864,4
TRUE,0.6,0.8,1.7916914973,0.0076,2.8165869861,0.7444,6
TRUE,0.6,0.8,1.7917864193,0.176,2.4592143574,0.7132,3
TRUE,0.6,0.8,1.7922827365,0.1304,2.4507622779,0.4636,3
TRUE,0.6,0.8,1.7958463438,0.14,2.4493526419,0.7924,3
TRUE,0.6,0.8,1.7918178842,0.088,2.7809566844,0.834,5
TRUE,0.6,0.8,1.7847398438,0.0824,2.6455819434,0.2524,4
TRUE,0.6,0.8,1.7942323009,0.2316,2.4285077614,0.5372,3
TRUE,0.6,0.8,1.7958056739,0.162,2.7580612728,0.9016,5
TRUE,0.6,0.8,1.7991822238,0.2468,2.7410079361,0.584,5
TRUE,0.6,0.8,1.7928830582,0.0152,2.6774172163,0.436,4
TRUE,0.6,0.8,1.7980222735,0.068,2.6510500819,0.9684,4
TRUE,0.6,0.8,1.7935152063,0.024,2.6381617511,0.966,4
TRUE,0.6,0.8,1.7984700944,0.0536,2.4473680653,0.4904,3
TRUE,0.6,0.8,1.7889516963,0.0176,2.6417828723,0.782,4
TRUE,0.6,0.8,1.7896554799,0.1424,2.8511188218,0.5848,6
TRUE,0.6,0.8,1.7859402498,0.098,2.5446983832,0.766,3
TRUE,0.6,0.8,1.7884366534,0.3644,3.0000129816,0.7464,6
TRUE,0.6,0.8,1.7890285797,0.0168,2.5215803365,0.962,3
TRUE,0.6,0.8,1.7935072089,0.0628,2.5230615961,0.174,3
TRUE,0.6,0.8,1.8001925356,0.01,2.4912375782,0.7284,3
TRUE,0.6,0.8,1.7948813496,0.0476,2.7059836056,0.996,5
TRUE,0.6,0.8,1.7927324408,0.0196,2.6568631101,0.5136,4
TRUE,0.6,0.8,1.796879159,0.0208,2.6328627191,0.7396,4
TRUE,0.6,0.8,1.7878490427,0.19,3.2455285827,0.4856,9
TRUE,0.6,0.8,1.7858200556,0.0812,2.5101269256,0.8008,3
TRUE,0.6,0.8,1.7904327476,0.0168,2.916680788,0.8536,5
TRUE,0.6,0.8,1.7898731051,0.1316,2.8302348942,0.3256,5
TRUE,0.6,0.8,1.7894382933,0.0268,2.6788952124,0.8104,4
TRUE,0.6,0.8,1.8010834169,0.0536,2.5230663894,0.8448,3
TRUE,0.6,0.8,1.7935854612,0.0432,2.6822771133,0.984,4
TRUE,0.6,0.8,1.7947617246,0.1104,2.6738224037,0.9356,4
TRUE,0.6,0.8,1.7865945051,0.026,2.8083095923,0.7264,5
TRUE,0.6,0.8,1.788505422,0.016,2.6846995879,0.5768,4
TRUE,0.6,0.8,1.793532494,0.114,2.6140992765,0.9916,4
TRUE,0.6,0.8,1.7966909272,0.0564,2.4593252323,0.8264,3
TRUE,0.6,0.8,1.7908671531,0.0072,2.7051710669,0.9836,4
TRUE,0.6,0.8,1.8012334317,0.5488,2.4098615591,0.562,3
TRUE,0.6,0.8,1.7989142869,0.1212,2.4595757047,0.9088,3
TRUE,0.6,0.8,1.7889998282,0.1512,2.483062386,0.6036,3
TRUE,0.6,0.8,1.7967603379,0.0516,2.4948098271,0.6964,3
TRUE,0.6,0.8,1.8002293255,0.0524,2.6184320288,0.912,4
TRUE,0.6,0.8,1.7903363223,0.0576,2.6292750943,0.468,4
TRUE,0.6,0.8,1.7954987545,0.0616,2.595743987,0.832,4
TRUE,0.6,0.8,1.7874125689,0.1148,2.2421711131,0.3112,2
TRUE,0.6,0.8,1.7934744382,0.1408,2.7152482389,0.9884,5
TRUE,0.6,0.8,1.7929640718,0.1408,2.880040371,0.4224,6
TRUE,0.6,0.8,1.7969981217,0.1544,2.7619255356,0.704,6
TRUE,0.6,0.8,1.7933721041,0.0536,2.6321585974,0.3588,4
TRUE,0.6,0.8,1.7926899003,0.0104,2.5160185876,0.6412,3
TRUE,0.6,0.8,1.7886268576,0.0216,2.4761158204,0.7508,3
TRUE,0.6,0.8,1.7916499392,0.0324,2.6645337575,0.9616,4
TRUE,0.6,0.8,1.7902591591,0.0384,2.4665192143,0.6516,3
TRUE,0.6,0.8,1.7909984891,0.0424,2.7903527793,0.4516,5
TRUE,0.6,0.8,1.7919184272,0.0892,2.8051750335,0.6292,5
TRUE,0.6,0.8,1.7919557576,0.0456,2.7969788341,0.4772,5
TRUE,0.6,0.8,1.7893626807,0.0084,2.5022538402,0.8452,3
TRUE,0.6,0.8,1.7926507423,0.272,2.4449915751,0.2144,3
TRUE,0.6,0.8,1.7994928615,0.0472,2.6049807706,0.9876,4
TRUE,0.6,0.8,1.7930349319,0.1932,2.6531667237,0.9648,4
TRUE,0.6,0.8,1.7874491455,0.0144,2.513765133,0.6996,3
TRUE,0.6,0.8,1.7898659943,0.1912,2.797058334,0.9408,6
TRUE,0.6,1,1.7881846941,0.0084,2.7200261981,0.3724,4
TRUE,0.6,1,1.7957580495,0.1396,2.452732357,0.7972,3
TRUE,0.6,1,1.8017085476,0.082,2.4731919909,0.9384,3
TRUE,0.6,1,1.7994572571,0.2352,2.4645401507,0.2192,3
TRUE,0.6,1,1.8025917706,0.202,2.4587326258,0.6376,3
TRUE,0.6,1,1.7917329705,0.028,2.6627692484,0.6924,4
TRUE,0.6,1,1.7899893158,0.0464,2.7276096028,0.8124,5
TRUE,0.6,1,1.7898720088,0.0956,2.6535437764,0.5328,4
TRUE,0.6,1,1.7864723463,0.2,2.7821646995,0.9212,5
TRUE,0.6,1,1.7919779994,0.0196,2.6688614097,0.9744,4
TRUE,0.6,1,1.7897494537,0.0244,2.8438369767,0.7396,7
TRUE,0.6,1,1.8023146893,0.0412,2.6268238046,0.9756,4
TRUE,0.6,1,1.7890081228,0.0076,2.6977439157,0.7872,4
TRUE,0.6,1,1.7989060213,0.028,2.6579541441,0.7496,4
TRUE,0.6,1,1.7935448864,0.0592,2.6512470763,0.782,4
TRUE,0.6,1,1.7927908825,0.1172,2.5955947666,0.7768,4
TRUE,0.6,1,1.7930734835,0.0944,2.4893927857,0.3948,3
TRUE,0.6,1,1.792717086,0.2932,2.4321141596,0.4384,3
TRUE,0.6,1,1.8000940988,0.162,2.2326424379,0.1288,2
TRUE,0.6,1,1.7895741151,0.0304,2.8452682154,0.9884,6
TRUE,0.6,1,1.7840864788,0.0008,2.6447869276,0.9084,4
TRUE,0.6,1,1.790340094,0.0456,2.7439052062,0.8476,5
TRUE,0.6,1,1.7941887558,0.052,2.6679694522,0.3772,4
TRUE,0.6,1,1.7921941787,0.0144,2.6526185435,0.8568,4
TRUE,0.6,1,1.7861300185,0.0264,2.493980057,0.2388,3
TRUE,0.6,1,1.801166245,0.1148,2.5975442059,0.8056,4
TRUE,0.6,1,1.7897403534,0.0908,2.4522161217,0.7744,3
TRUE,0.6,1,1.7971466989,0.1424,2.267794069,0.296,2
TRUE,0.6,1,1.7911928592,0.006,2.6321087676,0.776,4
TRUE,0.6,1,1.7853497719,0.0248,2.7265621068,0.6856,4
TRUE,0.6,1,1.791301059,0.0228,2.495178158,0.386,3
TRUE,0.6,1,1.7946485019,0.108,2.5109603242,0.9676,3
TRUE,0.6,1,1.7944822817,0.2424,2.4462055774,0.5668,3
TRUE,0.6,1,1.7885795947,0.0016,2.6984512425,0.9596,5
TRUE,0.6,1,1.7890577564,0.1788,2.4761359563,0.344,3
TRUE,0.6,1,1.795465833,0.1852,2.8509320561,0.9516,6
TRUE,0.6,1,1.7846441756,0.0784,2.8430856173,0.9936,6
TRUE,0.6,1,1.7889882374,0.0476,2.4877614973,0.5508,3
TRUE,0.6,1,1.804496849,0.1336,2.6939763729,0.8164,4
TRUE,0.6,1,1.788296923,0.0476,2.6590325021,0.8448,4
TRUE,0.6,1,1.795229242,0.132,2.8907905665,0.4388,6
TRUE,0.6,1,1.7940141075,0.0464,2.6714297285,0.6296,4
TRUE,0.6,1,1.7902731199,0.0212,2.4885706532,0.6248,3
TRUE,0.6,1,1.7972522742,0.0696,2.4913927408,0.762,3
TRUE,0.6,1,1.7872107336,0.0036,2.7127961773,0.7388,4
TRUE,0.6,1,1.7952736844,0.13,2.5897084343,0.9656,4
TRUE,0.6,1,1.7882961619,0.0076,2.6620562889,0.7724,4
TRUE,0.6,1,1.788313561,0.0008,2.7122829588,0.8476,4
TRUE,0.6,1,1.7944923531,0.0324,2.9261791475,0.6784,5
TRUE,0.6,1,1.7862726737,0.0128,2.6468433715,0.8816,4
TRUE,0.6,1,1.7913502143,0.0492,2.6515586204,0.9616,4
TRUE,0.6,1,1.7917175445,0.0244,2.8702117169,0.722,5
TRUE,0.6,1,1.791678011,0.034,2.4853091719,0.8472,3
TRUE,0.6,1,1.7915256845,0.1244,2.6436925418,0.5972,4
TRUE,0.6,1,1.7869901459,0.0024,2.6848273668,0.8596,4
TRUE,0.6,1,1.7874350991,0.0088,2.6579759256,0.954,4
TRUE,0.6,1,1.7865022588,0.0636,2.673987543,0.5396,4
TRUE,0.6,1,1.7832779427,0.0376,2.7589383831,0.8504,5
TRUE,0.6,1,1.7912877498,0.0808,2.5817630206,0.6212,4
TRUE,0.6,1,1.7987197201,0.1788,2.7046590797,0.6504,4
TRUE,0.6,1,1.7881862536,0.0012,2.5605741957,0.7604,3
TRUE,0.6,1,1.796484889,0.0352,2.5073673833,0.7808,3
TRUE,0.6,1,1.7840379842,0.1084,2.4850352295,0.37,3
TRUE,0.6,1,1.786696608,0.0908,2.4459254358,0.6152,3
TRUE,0.6,1,1.795342172,0.0412,2.4852543248,0.8916,3
TRUE,0.6,1,1.7959580551,0.0044,2.4945551167,0.2136,3
TRUE,0.6,1,1.7954312175,0.0556,2.6718663131,0.9304,4
TRUE,0.6,1,1.7893711109,0.038,2.6175661095,0.7368,4
TRUE,0.6,1,1.7995368349,0.0096,2.6002209908,0.9984,4
TRUE,0.6,1,1.7912203297,0.204,2.4861138481,0.3164,3
TRUE,0.6,1,1.8041179094,0.076,2.5554379486,0.9284,4
TRUE,0.6,1,1.7869368136,0.0068,2.7798174204,0.9592,5
TRUE,0.6,1,1.7938878437,0.0536,2.4811988893,0.476,3
TRUE,0.6,1,1.7857711484,0.088,2.8176901342,0.7748,5
TRUE,0.6,1,1.7929016733,0.024,2.6433426084,0.458,4
TRUE,0.6,1,1.795520818,0.3032,2.4264108082,0.46,3
TRUE,0.6,1,1.7881129584,0.0836,2.7227494262,0.806,5
TRUE,0.6,1,1.7923137289,0.0504,2.7845972748,0.9884,5
TRUE,0.6,1,1.7966390484,0.1068,2.7769459062,0.9788,5
TRUE,0.6,1,1.7875691978,0.004,2.6792939056,0.8724,4
TRUE,0.6,1,1.786549773,0.002,2.6948576538,0.7204,4
TRUE,0.6,1,1.7983374857,0.096,2.4602703577,0.3496,3
TRUE,0.6,1,1.7858400997,0.1432,2.576464311,0.4616,4
TRUE,0.6,1,1.7977740405,0.1392,2.6287647955,0.4124,4
TRUE,0.6,1,1.7900175851,0.0352,2.9051779921,0.5472,6
TRUE,0.6,1,1.7980365816,0.106,2.574315065,0.984,4
TRUE,0.6,1,1.7935541727,0.0712,2.4835661779,0.604,3
TRUE,0.6,1,1.7959027113,0.032,2.4695675572,0.884,3
TRUE,0.6,1,1.7939382394,0.0708,2.5107227513,0.7128,3
TRUE,0.6,1,1.7920344951,0.446,2.9390805248,0.9304,6
TRUE,0.6,1,1.7912732851,0.0616,2.6518104007,0.8628,4
TRUE,0.6,1,1.7924671669,0.032,2.7400920986,0.992,5
TRUE,0.6,1,1.7879505976,0.0424,2.7548097433,0.9844,5
TRUE,0.6,1,1.7840124287,0.008,2.530873304,0.8756,3
TRUE,0.6,1,1.7977971105,0.0292,2.620727573,0.9228,4
TRUE,0.6,1,1.7971917038,0.3528,2.4486943651,0.5232,3
TRUE,0.6,1,1.7896564023,0.1032,2.7054529755,0.8096,5
TRUE,0.6,1,1.7916840481,0.016,2.6362321163,0.9852,4
TRUE,0.6,1,1.7951630804,0.2472,2.8101161672,0.9232,6
TRUE,0.6,1,1.7940596909,0.0076,2.473758956,0.5104,3
TRUE,0.8,0,1.7807752718,0.0816,2.429174174,0.4332,3
TRUE,0.8,0,1.7665680981,0.0052,2.4819146371,0.8396,3
TRUE,0.8,0,1.7673938685,0.1716,2.579600079,0.2512,4
TRUE,0.8,0,1.7694283314,0.4072,3.0582591523,0.53,8
TRUE,0.8,0,1.7655644839,0.1044,2.4278566092,0.4636,3
TRUE,0.8,0,1.7689707675,0.0148,2.5908657003,0.5032,4
TRUE,0.8,0,1.7790009769,0.0296,2.481229831,0.954,4
TRUE,0.8,0,1.7711736899,0.0876,2.7629954058,0.6232,6
TRUE,0.8,0,1.7731891755,0.1568,2.4275709635,0.7132,3
TRUE,0.8,0,1.7664050554,0.0112,2.4168392128,0.8564,3
TRUE,0.8,0,1.7743482675,0.0848,2.4002873883,0.8604,3
TRUE,0.8,0,1.7737544337,0.3852,2.3937394444,0.4176,3
TRUE,0.8,0,1.7680514238,0.026,2.6281925114,0.6176,4
TRUE,0.8,0,1.7669383472,0.0544,2.5428994914,0.884,4
TRUE,0.8,0,1.7722257329,0.0984,2.4094995449,0.7568,3
TRUE,0.8,0,1.7699486314,0.0132,2.6127698814,0.3488,4
TRUE,0.8,0,1.7631513076,0.0028,2.6975708,0.9928,5
TRUE,0.8,0,1.7682358736,0.15,2.4208282805,0.4964,3
TRUE,0.8,0,1.7658285907,0.0128,2.6285009644,0.9884,4
TRUE,0.8,0,1.7763921767,0.0552,2.4218975693,0.8968,3
TRUE,0.8,0,1.7739728191,0.038,2.5729162553,0.4212,4
TRUE,0.8,0,1.7820551653,0.2852,2.4885699074,0.826,4
TRUE,0.8,0,1.7672715999,0.002,2.2345338538,0.336,2
TRUE,0.8,0,1.7695086029,0.1752,2.6583757565,0.8008,5
TRUE,0.8,0,1.7699805755,0.0092,2.4487882886,0.8916,3
TRUE,0.8,0,1.7652928518,0.002,2.604897053,0.98,4
TRUE,0.8,0,1.7693401383,0.0264,2.7129927679,0.778,5
TRUE,0.8,0,1.7782429574,0.3112,2.7799723048,0.8044,6
TRUE,0.8,0,1.7738133067,0.0392,2.6097864049,0.9788,4
TRUE,0.8,0,1.7730809497,0.0072,2.5626071496,0.9596,4
TRUE,0.8,0,1.7678717177,0.0076,2.4399769194,0.538,3
TRUE,0.8,0,1.7756243709,0.754,2.3522138543,0.2472,3
TRUE,0.8,0,1.7725807938,0.1756,3.0621710754,0.6304,8
TRUE,0.8,0,1.7663867118,0.0012,2.5807433049,0.7284,4
TRUE,0.8,0,1.7734198997,0.0792,2.3900214741,0.3588,3
TRUE,0.8,0,1.7728761996,0.076,2.5677991736,0.9836,4
TRUE,0.8,0,1.7718603055,0.1964,2.8300483223,0.4296,6
TRUE,0.8,0,1.7705082023,0.1084,2.4071913379,0.3772,3
TRUE,0.8,0,1.7780744965,0.3388,2.6962654545,0.956,6
TRUE,0.8,0,1.7718797332,0.274,2.584536571,0.5172,4
TRUE,0.8,0,1.7699438694,0.0816,2.429798944,0.3472,3
TRUE,0.8,0,1.7822542622,0.132,2.3639771556,0.9324,3
TRUE,0.8,0,1.7694242443,0.1012,2.9482456062,0.8792,7
TRUE,0.8,0,1.7753639779,0.2536,2.6456827243,0.7716,5
TRUE,0.8,0,1.7700047448,0.2832,2.5605023211,0.1768,4
TRUE,0.8,0,1.7703933964,0.0448,2.6569929529,0.97,5
TRUE,0.8,0,1.7688759123,0.0316,2.7128354822,0.8476,7
TRUE,0.8,0,1.7715288514,0.0968,2.7396212537,0.92,6
TRUE,0.8,0,1.7736504187,0.1924,2.575879832,0.8628,4
TRUE,0.8,0,1.7689512147,0.0096,2.4515610472,0.846,3
TRUE,0.8,0,1.7690236768,0.0016,2.6127207169,0.4476,4
TRUE,0.8,0,1.7687731669,0.0444,2.6729168085,0.9144,5
TRUE,0.8,0,1.7737158636,0.0544,2.3972076449,0.5796,3
TRUE,0.8,0,1.7632022205,0.0084,2.5757734005,0.474,4
TRUE,0.8,0,1.7717047021,0.154,2.6325295876,0.6876,5
TRUE,0.8,0,1.7703055289,0.088,2.6504128688,0.9924,5
TRUE,0.8,0,1.7757241273,0.4164,2.3627279735,0.6956,3
TRUE,0.8,0,1.7748561479,0.03,2.4276938538,0.782,3
TRUE,0.8,0,1.7672249658,0.1436,2.9067337366,0.8248,7
TRUE,0.8,0,1.7672292875,0.4088,2.7564528006,0.508,6
TRUE,0.8,0,1.7733083181,0.0028,2.4298449885,0.7728,3
TRUE,0.8,0,1.7676126916,0.0076,2.4207009745,0.03,3
TRUE,0.8,0,1.7705569194,0.1392,2.5332317313,0.9232,4
TRUE,0.8,0,1.7677929965,0.098,2.5363393646,0.9156,4
TRUE,0.8,0,1.773584176,0.2192,2.3864375452,0.1924,3
TRUE,0.8,0,1.7715246466,0.2236,2.6105794465,0.7436,5
TRUE,0.8,0,1.7702128309,0.1204,2.5247995003,0.7392,4
TRUE,0.8,0,1.77167452,0.1976,2.2182745274,0.2368,2
TRUE,0.8,0,1.766623306,0.0428,2.4355476564,0.7892,3
TRUE,0.8,0,1.7685678165,0.0392,2.5674302391,0.676,4
TRUE,0.8,0,1.7795551741,0.468,2.4992198639,0.2072,4
TRUE,0.8,0,1.7687877454,0.1748,2.4105020306,0.5212,3
TRUE,0.8,0,1.7758411961,0.0464,2.433538555,0.6488,3
TRUE,0.8,0,1.7722499815,0.0572,2.7278809516,0.974,5
TRUE,0.8,0,1.7754900286,0.1716,2.359422363,0.7036,3
TRUE,0.8,0,1.7677400409,0.034,2.4660995401,0.602,3
TRUE,0.8,0,1.7781745914,0.2064,2.4216166495,0.79,3
TRUE,0.8,0,1.7727793837,0.0692,2.7802599861,0.7136,6
TRUE,0.8,0,1.761473089,0.0236,2.8837010983,0.9924,7
TRUE,0.8,0,1.7644120473,0.188,2.415991038,0.6612,3
TRUE,0.8,0,1.7739483171,0.0916,2.4291527504,0.2612,3
TRUE,0.8,0,1.7693728356,0.2572,2.7653982827,0.9388,6
TRUE,0.8,0,1.7692701229,0.0828,2.642287389,0.872,5
TRUE,0.8,0,1.7778240434,0.4012,2.3773163087,0.4508,3
TRUE,0.8,0,1.7741586868,0.324,2.490098176,0.4716,4
TRUE,0.8,0,1.7754051214,0.1468,2.7277552272,0.1844,5
TRUE,0.8,0,1.7699019131,0.1208,2.7606440914,0.5708,5
TRUE,0.8,0,1.7816297315,0.4592,2.5193019223,0.862,4
TRUE,0.8,0,1.7649699763,0.0392,2.7690367668,0.6128,12
TRUE,0.8,0,1.7668778427,0.0396,2.4119670557,0.6624,3
TRUE,0.8,0,1.7805773923,0.3152,2.5455786685,0.7508,4
TRUE,0.8,0,1.7787290198,0.224,2.6051935506,0.7964,5
TRUE,0.8,0,1.7715016741,0.148,2.8748340108,0.8472,8
TRUE,0.8,0,1.766411197,0.0256,2.4111827639,0.63,3
TRUE,0.8,0,1.7733343251,0.336,2.3765131334,0.3928,3
TRUE,0.8,0,1.7712475376,0.0112,2.690405451,0.7664,5
TRUE,0.8,0,1.7745266947,0.0088,2.6232408151,0.7292,4
TRUE,0.8,0,1.7707789586,0.0112,2.626255806,0.8848,4
TRUE,0.8,0,1.7720927068,0.06,2.4035707018,0.584,3
TRUE,0.8,0,1.7666897309,0.1936,2.6264441523,0.7872,5
TRUE,0.8,0.2,1.7817079791,0.0788,2.4276922096,0.466,3
TRUE,0.8,0.2,1.7694586481,0.0368,2.5562834112,0.9608,4
TRUE,0.8,0.2,1.7795517921,0.2196,2.6966403339,0.91,6
TRUE,0.8,0.2,1.7694247096,0.074,2.4595553953,0.2404,3
TRUE,0.8,0.2,1.7675071569,0.0524,2.5858149414,0.4512,4
TRUE,0.8,0.2,1.7689477502,0.0116,2.722367292,0.7816,5
TRUE,0.8,0.2,1.768424828,0.0132,2.4483096546,0.722,3
TRUE,0.8,0.2,1.7679508624,0.0036,2.6384869595,0.7168,4
TRUE,0.8,0.2,1.767327704,0.0092,2.5838556749,0.8512,4
TRUE,0.8,0.2,1.7657111839,0.0168,2.5370571309,0.7984,4
TRUE,0.8,0.2,1.7706280945,0.098,2.5331337209,0.6344,4
TRUE,0.8,0.2,1.7645707537,0.2208,2.6785518781,0.2012,5
TRUE,0.8,0.2,1.7672555802,0.0956,2.4286290043,0.7864,3
TRUE,0.8,0.2,1.7696797297,0.128,2.3861658064,0.506,3
TRUE,0.8,0.2,1.7707802533,0.1236,2.412888217,0.4212,3
TRUE,0.8,0.2,1.7639721141,0.134,2.9912299876,0.5276,7
TRUE,0.8,0.2,1.7694419549,0.3992,3.1397788424,0.9928,10
TRUE,0.8,0.2,1.7714991747,0.02,2.5860766425,0.9892,4
TRUE,0.8,0.2,1.7663713545,0.0304,2.6007626151,0.946,4
TRUE,0.8,0.2,1.7704869284,0.1676,2.4151632819,0.3476,3
TRUE,0.8,0.2,1.7777406137,0.3764,2.3850565971,0.6772,3
TRUE,0.8,0.2,1.7759251115,0.2048,2.5295409682,0.6576,4
TRUE,0.8,0.2,1.7709809789,0.3924,2.6280924775,0.486,5
TRUE,0.8,0.2,1.7684786294,0.1924,2.567781266,0.6536,4
TRUE,0.8,0.2,1.7709346211,0.0132,2.6939751457,0.5064,5
TRUE,0.8,0.2,1.7711857487,0.0548,2.7727508453,0.9892,6
TRUE,0.8,0.2,1.7775481609,0.2956,2.1958149088,0.3572,2
TRUE,0.8,0.2,1.7790961867,0.0312,2.4936495432,0.9216,4
TRUE,0.8,0.2,1.7747986929,0.066,2.7497600266,0.7544,6
TRUE,0.8,0.2,1.7730965161,0.4104,2.7094072137,0.9504,6
TRUE,0.8,0.2,1.766209809,0.0156,2.9172817607,0.5212,7
TRUE,0.8,0.2,1.7693340373,0.2516,2.7246133614,0.9592,6
TRUE,0.8,0.2,1.7671428661,0.0352,2.4248540341,0.4092,3
TRUE,0.8,0.2,1.7704613838,0.2112,2.4270121104,0.606,3
TRUE,0.8,0.2,1.7705203892,0.0648,2.5359455564,0.8904,4
TRUE,0.8,0.2,1.7695611907,0.0752,2.6999405542,0.9488,5
TRUE,0.8,0.2,1.7691074851,0.0172,2.4230867825,0.6532,3
TRUE,0.8,0.2,1.7669978019,0,2.6317800623,0.5372,4
TRUE,0.8,0.2,1.7634748947,0.0172,2.6988780232,0.6172,5
TRUE,0.8,0.2,1.7777789323,0.0968,2.4226664316,0.528,3
TRUE,0.8,0.2,1.7729373128,0.2116,2.5093972714,0.8888,4
TRUE,0.8,0.2,1.7726742431,0.0072,2.5545338127,0.9364,4
TRUE,0.8,0.2,1.7752008397,0.28,2.5068036964,0.6452,4
TRUE,0.8,0.2,1.7733530234,0.0804,2.3824877681,0.2392,3
TRUE,0.8,0.2,1.7726735553,0.0168,2.6723196032,0.8468,5
TRUE,0.8,0.2,1.7716067011,0.0548,2.5362582916,0.8528,4
